Site,Latitude,Longitude,Date,Air_Temperature,Wind_Speed_at_3m,DHI,DHI_Uncertainty,DNI,DNI_Uncertainty,GHI,GHI_Uncertainty,Relative_Humidity,Relative_Humidity_Uncertainty,Barometric_Pressure,Barometric_Pressure_Uncertainty,power_out_kwh,power_out_farm_kwh
Thuwal - KAUST,22.3065,39.107,2016-08-01,32.2,2.7,2797.2,194.9,4703.5,369.6,6498.6,403.1,85.0,3.0,1001.8,5.0,316.498,19622847.792
Thuwal - KAUST,22.3065,39.107,2016-09-01,31.4,2.4,2686.8,230.5,4563.1,396.6,6099.4,412.7,90.1,3.0,1003.4,5.0,306.288,18989869.29
Thuwal - KAUST,22.3065,39.107,2016-10-01,29.4,2.1,2068.1,139.5,5117.3,331.2,5491.9,340.1,91.2,3.0,1007.0,5.0,305.573,18945499.487
Thuwal - KAUST,22.3065,39.107,2016-11-01,28.2,2.3,1668.8,130.6,5249.7,401.8,4731.8,301.7,71.6,3.0,1010.2,5.1,362.04,22446467.667
Thuwal - KAUST,22.3065,39.107,2016-12-01,25.2,2.3,1675.1,156.8,4467.7,503.8,4106.3,391.2,79.2,3.0,1012.8,5.1,397.119,24621407.326
Thuwal - KAUST,22.3065,39.107,2017-01-01,23.9,2.2,1551.0,392.1,5142.7,1155.2,4441.4,947.2,83.6,3.0,1012.4,5.1,379.125,23505746.703
Thuwal - KAUST,22.3065,39.107,2017-02-01,23.3,2.7,2316.1,648.2,3523.9,1496.4,4529.6,1149.1,65.1,3.0,1012.1,5.1,413.24,25620884.806
Thuwal - KAUST,22.3065,39.107,2017-03-01,24.6,2.6,2544.1,777.0,4485.6,1359.6,5726.5,1258.3,83.6,3.0,1008.4,5.0,359.58,22293942.474
Thuwal - KAUST,22.3065,39.107,2017-04-01,27.9,2.8,3026.8,703.7,3978.0,1284.1,6098.8,1267.6,80.6,3.0,1007.1,5.0,351.56,21796730.083
Thuwal - KAUST,22.3065,39.107,2017-05-01,29.8,2.6,2851.5,665.1,4210.5,1143.6,6160.8,1314.9,83.8,3.0,1005.5,5.0,327.533,20307043.536
Thuwal - KAUST,22.3065,39.107,2017-06-01,29.9,2.5,2344.2,601.2,5721.0,1614.2,6778.2,1405.8,92.4,3.0,1001.6,5.0,294.929,18285621.066
Thuwal - KAUST,22.3065,39.107,2017-09-01,31.4,2.5,2630.7,189.5,4680.7,340.4,6160.3,406.3,93.7,3.0,1003.3,5.0,313.592,19442697.93
Thuwal - KAUST,22.3065,39.107,2017-10-01,29.0,2.1,1788.8,125.4,5825.1,394.0,5630.4,355.6,95.9,3.0,1007.0,5.0,300.592,18636693.47
Thuwal - KAUST,22.3065,39.107,2017-11-01,27.5,2.3,1685.6,135.1,4843.0,377.3,4537.8,290.3,88.8,3.0,1009.6,5.1,372.199,23076341.542
Thuwal - KAUST,22.3065,39.107,2018-03-01,26.0,0.0,2089.3,169.2,6161.7,464.0,6375.2,406.0,68.9,3.0,1008.3,5.0,NULL,NULL
Thuwal - KAUST,22.3065,39.107,2018-04-01,27.0,0.0,2507.9,232.6,6022.8,475.3,7031.1,442.8,65.5,3.0,1006.2,5.0,NULL,NULL
Thuwal - KAUST,22.3065,39.107,2018-05-01,30.2,0.0,3128.0,248.0,5108.0,447.6,7120.5,454.8,62.0,3.0,1003.9,5.0,NULL,NULL
Thuwal - KAUST,22.3065,39.107,2018-06-01,30.9,0.0,2970.5,252.2,5355.5,479.9,7152.3,457.4,68.2,3.0,1001.6,5.0,NULL,NULL
Thuwal - KAUST,22.3065,39.107,2018-07-01,31.9,0.0,2769.9,223.7,5444.7,473.9,7036.3,455.5,65.5,3.0,1001.7,5.0,NULL,NULL
Thuwal - KAUST,22.3065,39.107,2018-08-01,32.1,0.0,2421.2,186.3,5502.2,433.3,6668.6,421.5,69.5,3.0,1001.9,5.0,NULL,NULL
Jeddah - KAU,21.49604,39.24492,2013-06-01,34.7,3.2,2784.0,279.5,6110.3,532.2,7497.9,590.6,37.2,3.0,996.9,5.0,314.707,19511804.142
Jeddah - KAU,21.49604,39.24492,2013-07-01,34.2,3.4,3052.1,264.9,4819.7,539.5,6893.2,612.5,49.2,3.0,995.0,5.0,346.099,21458125.563
Jeddah - KAU,21.49604,39.24492,2013-08-01,34.2,3.2,2764.1,316.0,4772.1,650.9,6510.4,760.3,53.0,3.0,996.8,5.0,345.429,21416600.41
Jeddah - KAU,21.49604,39.24492,2013-09-01,33.4,3.3,2590.3,229.8,4628.3,431.0,6060.0,513.7,58.9,3.0,998.4,5.0,366.653,22732475.037
Jeddah - KAU,21.49604,39.24492,2013-10-01,31.5,2.5,2046.7,237.6,4904.5,604.0,5358.0,564.9,62.6,3.0,1002.3,5.0,343.603,21303359.076
Jeddah - KAU,21.49604,39.24492,2013-11-01,29.7,2.5,1536.9,122.0,5333.9,420.2,4665.9,351.3,56.5,3.0,1003.7,5.0,375.391,23274215.229
Jeddah - KAU,21.49604,39.24492,2013-12-01,26.2,3.1,1660.2,127.6,4547.5,408.2,4183.4,299.7,56.1,3.0,1007.5,5.1,435.176,26980927.626
Jeddah - KAU,21.49604,39.24492,2014-01-01,26.0,2.8,1818.0,181.8,4079.7,590.9,4112.6,481.6,58.9,3.0,1006.6,5.0,424.529,26320801.283
Jeddah - KAU,21.49604,39.24492,2014-02-01,26.3,3.0,2022.8,163.5,5219.2,460.3,5348.7,346.3,57.8,3.0,1005.0,5.0,393.91,24422446.03
Jeddah - KAU,21.49604,39.24492,2014-03-01,27.9,3.5,2266.9,197.5,5670.3,463.2,6258.9,402.1,55.7,3.0,1003.6,5.0,388.4,24080805.521
Jeddah - KAU,21.49604,39.24492,2014-04-01,31.5,3.5,2944.3,225.3,4543.9,422.0,6421.3,435.5,49.3,3.0,1002.1,5.0,372.756,23110901.994
Jeddah - KAU,21.49604,39.24492,2014-05-01,32.0,4.0,2758.5,217.4,5740.2,476.2,7158.1,451.6,51.3,3.0,1000.5,5.0,375.457,23278345.345
Jeddah - KAU,21.49604,39.24492,2014-06-01,33.7,4.8,2861.5,233.5,5845.0,518.9,7397.3,464.1,50.9,3.0,997.7,5.0,393.613,24404026.494
Jeddah - KAU,21.49604,39.24492,2014-07-01,35.5,4.1,2816.4,218.5,5554.3,423.3,7157.0,444.2,45.3,3.0,997.7,5.0,368.66,22856928.495
Jeddah - KAU,21.49604,39.24492,2014-08-01,35.3,4.1,2584.1,195.7,5506.6,412.4,6852.8,428.7,52.9,3.0,996.9,5.0,376.296,23330369.373
Jeddah - KAU,21.49604,39.24492,2014-09-01,32.9,4.6,2620.5,214.3,4767.3,358.4,6144.7,379.1,63.4,3.0,999.2,5.0,415.514,25761866.937
Jeddah - KAU,21.49604,39.24492,2014-10-01,31.1,3.6,1878.1,139.8,5648.5,382.9,5613.2,357.2,68.6,3.0,1003.4,5.0,400.033,24802052.174
Jeddah - KAU,21.49604,39.24492,2014-11-01,28.5,3.0,1552.9,119.0,5262.9,445.5,4606.6,321.6,60.4,3.0,1005.6,5.0,410.403,25444996.33
Jeddah - KAU,21.49604,39.24492,2014-12-01,27.8,2.9,1635.4,119.9,4766.7,348.7,4238.7,260.3,65.4,3.0,1007.3,5.0,419.576,26013737.563
Jeddah - KAU,21.49604,39.24492,2015-01-01,24.9,3.9,1700.8,128.8,5193.0,448.3,4623.6,300.3,60.8,3.0,1009.0,5.1,454.733,28193455.891
Jeddah - KAU,21.49604,39.24492,2015-02-01,26.3,3.6,2024.3,159.3,5306.4,398.5,5374.8,332.7,67.9,3.0,1005.6,5.0,421.303,26120773.117
Jeddah - KAU,21.49604,39.24492,2015-03-01,28.3,4.0,2656.1,202.8,4414.3,369.4,5788.9,383.9,64.9,3.0,1004.0,5.0,419.373,26001116.922
Jeddah - KAU,21.49604,39.24492,2015-04-01,28.9,4.9,3453.1,265.3,3965.1,398.5,6551.7,416.8,55.7,3.0,1003.3,5.0,427.904,26530025.816
Jeddah - KAU,21.49604,39.24492,2015-05-01,33.3,3.8,3150.6,232.4,4904.6,447.0,6966.7,436.9,52.4,3.0,1000.2,5.0,367.251,22769567.175
Jeddah - KAU,21.49604,39.24492,2015-06-01,33.3,4.8,3130.0,269.8,5433.6,562.9,7292.3,473.4,50.6,3.0,998.3,5.0,396.931,24609741.415
Jeddah - KAU,21.49604,39.24492,2015-07-01,35.5,4.6,2817.2,222.6,5850.6,471.3,7343.6,445.1,42.1,3.0,997.3,5.0,382.756,23730843.287
Jeddah - KAU,21.49604,39.24492,2015-08-01,36.0,3.4,3318.6,241.0,3909.4,338.4,6455.7,413.3,61.0,3.0,996.6,5.0,352.628,21862914.827
Jeddah - KAU,21.49604,39.24492,2015-09-01,34.6,3.3,2822.2,207.9,4373.4,333.8,6104.6,373.2,65.8,3.0,999.2,5.0,361.623,22420606.463
Jeddah - KAU,21.49604,39.24492,2015-10-01,33.1,2.8,2200.5,150.1,4679.0,340.2,5373.2,342.5,64.6,3.0,1002.9,5.0,359.783,22306537.863
Jeddah - KAU,21.49604,39.24492,2015-11-01,29.6,3.3,1710.9,139.0,4948.2,422.0,4610.8,303.9,68.9,3.0,1004.5,5.0,420.033,26042024.864
Jeddah - KAU,21.49604,39.24492,2015-12-01,25.6,4.5,1869.5,145.6,3507.8,410.5,3769.1,274.9,61.5,3.0,1008.6,5.1,485.422,30096183.783
Jeddah - KAU,21.49604,39.24492,2016-01-01,24.7,4.1,1993.7,147.9,4040.4,391.5,4295.1,293.5,66.5,3.0,1008.6,5.1,468.394,29040411.409
Jeddah - KAU,21.49604,39.24492,2016-02-01,26.3,3.7,2058.4,179.9,5045.8,437.7,5262.7,346.4,62.4,3.0,1007.3,5.1,427.978,26534655.537
Jeddah - KAU,21.49604,39.24492,2016-03-01,28.9,4.2,2583.8,201.9,4743.2,420.1,5906.9,394.0,65.1,3.0,1003.4,5.0,421.353,26123908.713
Jeddah - KAU,21.49604,39.24492,2016-04-01,31.9,2.9,2433.3,212.2,5950.3,506.2,6825.4,434.9,55.3,3.0,1001.7,5.0,322.472,19993285.104
Jeddah - KAU,21.49604,39.24492,2016-05-01,33.3,4.3,2554.1,185.2,6250.6,440.8,7375.7,437.2,57.8,3.0,1000.5,5.0,378.407,23461218.266
Jeddah - KAU,21.49604,39.24492,2016-06-01,35.2,3.9,2959.5,249.4,5482.2,462.9,7235.0,446.6,54.2,3.0,997.6,5.0,359.25,22273507.451
Jeddah - KAU,21.49604,39.24492,2016-07-01,35.7,4.3,3028.9,246.3,4814.2,408.3,6776.9,448.0,53.4,3.0,996.4,5.0,384.059,23811638.47
Jeddah - KAU,21.49604,39.24492,2016-08-01,34.6,3.8,2920.3,216.4,4289.6,371.3,6267.6,402.0,68.1,3.0,997.4,5.0,380.569,23595260.437
Jeddah - KAU,21.49604,39.24492,2016-09-01,33.7,3.8,2676.5,259.9,4585.6,478.5,6132.4,482.5,75.1,3.0,998.9,5.0,386.745,23978212.676
Jeddah - KAU,21.49604,39.24492,2016-10-01,31.9,2.5,2113.2,138.3,4997.6,321.5,5452.1,339.8,77.2,3.0,1002.5,5.0,338.795,21005287.733
Jeddah - KAU,21.49604,39.24492,2016-11-01,30.0,2.7,1863.1,140.0,4569.4,348.7,4578.8,293.5,71.1,3.0,1005.6,5.0,390.563,24214933.472
Jeddah - KAU,21.49604,39.24492,2016-12-01,26.8,3.7,1710.8,161.9,4385.4,502.5,4119.9,390.6,78.3,3.0,1008.0,5.0,455.599,28247129.677
Jeddah - KAU,21.49604,39.24492,2017-01-01,25.6,3.4,1566.2,404.5,4609.3,1027.2,4179.9,832.1,80.0,3.0,1007.6,5.0,448.401,27800867.043
Jeddah - KAU,21.49604,39.24492,2017-02-01,24.8,4.4,2134.6,535.3,2999.4,1272.9,4052.3,1043.5,63.8,3.0,1007.1,5.0,480.044,29762731.144
Jeddah - KAU,21.49604,39.24492,2017-03-01,26.8,4.1,2542.8,705.5,3507.3,1099.0,5072.3,1122.5,72.5,3.0,1003.5,5.0,443.914,27522690.624
Jeddah - KAU,21.49604,39.24492,2017-04-01,30.9,4.2,2830.8,711.2,3692.8,1095.2,5700.8,1208.2,60.5,3.0,1002.2,5.0,419.735,26023564.054
Jeddah - KAU,21.49604,39.24492,2017-05-01,33.5,4.2,2791.6,650.6,4368.0,1101.9,6236.0,1298.3,55.1,3.0,1000.6,5.0,399.563,24772879.598
Jeddah - KAU,21.49604,39.24492,2017-06-01,33.7,3.9,2515.2,684.7,5244.5,1482.8,6628.0,1433.3,65.0,3.0,996.9,5.0,378.648,23476168.057
Jeddah - KAU,21.49604,39.24492,2017-09-01,33.9,3.6,2723.3,214.7,4310.0,340.1,5981.7,424.6,77.9,3.0,998.8,5.0,381.604,23659438.851
Jeddah - KAU,21.49604,39.24492,2017-10-01,31.4,3.6,1835.5,128.6,5582.8,392.3,5562.0,355.0,85.1,3.0,1002.5,5.0,400.439,24827197.387
Jeddah - KAU,21.49604,39.24492,2017-11-01,29.2,3.3,1802.6,137.4,4521.0,358.9,4469.3,283.2,83.0,3.0,1005.0,5.0,425.335,26370786.704
Jeddah - KAU,21.49604,39.24492,2018-03-01,28.5,3.3,2259.9,201.3,5876.0,462.8,6348.6,413.4,50.1,3.0,1003.6,5.0,373.715,23170299.276
Jeddah - KAU,21.49604,39.24492,2018-04-01,29.7,3.7,2655.6,222.3,5662.2,505.9,6918.0,445.2,46.4,3.0,1001.4,5.0,375.072,23254474.272
Jeddah - KAU,21.49604,39.24492,2018-05-01,33.4,4.0,3077.0,249.3,5216.1,461.8,7145.1,480.7,40.2,3.0,999.3,5.0,371.386,23025910.318
Jeddah - KAU,21.49604,39.24492,2018-06-01,33.9,4.2,3198.7,286.0,4900.1,467.1,7049.4,486.3,46.2,3.0,997.1,5.0,380.012,23560754.049
Jeddah - KAU,21.49604,39.24492,2018-07-01,34.7,3.8,3023.7,223.1,4886.1,434.3,6883.0,457.3,44.2,3.0,997.2,5.0,364.954,22627129.823
Jeddah - KAU,21.49604,39.24492,2018-08-01,34.5,4.1,2592.3,202.7,5172.4,413.0,6584.6,452.5,50.0,3.0,997.4,5.0,384.979,23868717.584
Hada Al Sham - KAU,21.801170000000003,39.72854,2013-06-01,34.7,2.4,2502.5,255.0,6856.8,570.5,7746.7,521.3,21.5,3.0,978.0,4.9,231.112,14328960.279
Hada Al Sham - KAU,21.801170000000003,39.72854,2013-07-01,34.4,2.1,2999.9,264.7,5081.7,509.5,7041.5,638.1,36.5,3.0,975.9,4.9,220.211,13653064.93
Hada Al Sham - KAU,21.801170000000003,39.72854,2013-08-01,34.0,2.2,2835.1,215.2,4751.3,389.6,6555.0,423.5,39.3,3.0,977.9,4.9,256.758,15919003.414
Hada Al Sham - KAU,21.801170000000003,39.72854,2013-09-01,34.4,2.1,2558.1,206.5,4788.9,373.4,6167.9,418.7,38.3,3.0,979.3,4.9,259.518,16090126.222
Hada Al Sham - KAU,21.801170000000003,39.72854,2013-10-01,31.5,1.8,2073.2,206.9,5213.1,448.7,5612.6,433.1,43.9,3.0,983.0,4.9,251.484,15592017.414
Hada Al Sham - KAU,21.801170000000003,39.72854,2013-11-01,28.5,1.9,1402.6,128.4,5880.7,461.8,4846.5,303.8,46.6,3.0,984.5,4.9,314.473,19497300.56
Hada Al Sham - KAU,21.801170000000003,39.72854,2013-12-01,24.8,2.5,1594.1,141.6,4801.7,427.4,4240.1,276.5,45.9,3.0,988.0,5.0,406.809,25222165.349
Hada Al Sham - KAU,21.801170000000003,39.72854,2014-01-01,24.6,2.3,1747.6,153.6,4274.3,475.9,4187.6,353.6,52.9,3.0,987.1,4.9,395.656,24530674.679
Hada Al Sham - KAU,21.801170000000003,39.72854,2014-02-01,25.5,2.8,1893.0,161.2,5441.4,486.7,5368.4,358.9,45.8,3.0,985.3,4.9,383.715,23790299.781
Hada Al Sham - KAU,21.801170000000003,39.72854,2014-03-01,27.7,2.3,2279.8,194.7,5705.4,499.1,6331.7,431.6,42.2,3.0,984.0,4.9,297.876,18468324.25
Hada Al Sham - KAU,21.801170000000003,39.72854,2014-04-01,32.0,2.2,2981.2,235.4,4413.2,495.5,6359.2,456.4,34.6,3.0,982.7,4.9,271.423,16828214.742
Hada Al Sham - KAU,21.801170000000003,39.72854,2014-05-01,33.0,2.2,2775.1,215.4,5777.2,473.6,7232.2,467.7,33.5,3.0,981.1,4.9,230.8,14309616.282
Hada Al Sham - KAU,21.801170000000003,39.72854,2014-06-01,35.2,2.4,2911.9,239.7,5918.6,524.3,7533.7,477.9,27.6,3.0,978.5,4.9,237.934,14751931.013
Hada Al Sham - KAU,21.801170000000003,39.72854,2014-07-01,35.4,2.3,2769.2,330.2,5858.7,539.6,7330.9,704.8,26.3,3.0,978.7,4.9,232.744,14430155.972
Hada Al Sham - KAU,21.801170000000003,39.72854,2014-08-01,35.4,2.2,2579.5,198.8,5431.7,485.1,6785.6,454.0,34.1,3.0,977.7,4.9,242.475,15033470.352
Hada Al Sham - KAU,21.801170000000003,39.72854,2014-09-01,34.1,2.1,2532.9,207.3,4971.3,381.1,6228.6,385.9,41.0,3.0,980.0,4.9,257.725,15978965.987
Hada Al Sham - KAU,21.801170000000003,39.72854,2014-10-01,31.3,1.8,1809.6,142.3,5952.8,410.5,5766.5,361.6,48.7,3.0,983.9,4.9,244.031,15129913.1
Hada Al Sham - KAU,21.801170000000003,39.72854,2014-11-01,27.4,1.9,1433.7,127.9,5594.8,478.6,4695.9,326.6,50.1,3.0,986.1,4.9,325.402,20174950.982
Hada Al Sham - KAU,21.801170000000003,39.72854,2014-12-01,26.3,1.9,1470.9,108.0,5302.6,374.0,4392.5,272.4,54.0,3.0,987.8,4.9,343.931,21323733.698
Hada Al Sham - KAU,21.801170000000003,39.72854,2015-01-01,23.7,2.4,1506.3,133.4,5867.2,483.0,4791.9,316.5,48.6,3.0,989.3,5.0,381.847,23674543.554
Hada Al Sham - KAU,21.801170000000003,39.72854,2015-02-01,25.6,2.2,1961.6,161.6,5490.4,417.5,5451.8,351.0,52.7,3.0,986.0,4.9,330.412,20485532.221
Hada Al Sham - KAU,21.801170000000003,39.72854,2015-03-01,28.4,2.0,2703.9,198.8,4439.4,367.8,5906.6,391.3,50.2,3.0,984.3,4.9,276.753,17158655.968
Hada Al Sham - KAU,21.801170000000003,39.72854,2015-04-01,29.8,2.4,3544.9,282.8,3836.5,407.5,6563.3,441.7,39.6,3.0,983.8,4.9,293.028,18167761.423
Hada Al Sham - KAU,21.801170000000003,39.72854,2015-05-01,34.2,2.1,3192.9,237.1,4851.0,408.9,7013.3,436.8,34.0,3.0,981.1,4.9,222.105,13770515.886
Hada Al Sham - KAU,21.801170000000003,39.72854,2015-06-01,34.3,2.3,3165.3,273.8,5668.2,593.2,7491.8,481.3,29.1,3.0,979.2,4.9,229.575,14233629.699
Hada Al Sham - KAU,21.801170000000003,39.72854,2015-07-01,34.9,2.1,2906.6,252.4,5923.6,496.6,7464.9,457.5,23.6,3.0,978.3,4.9,199.596,12374960.746
Hada Al Sham - KAU,21.801170000000003,39.72854,2015-08-01,36.8,2.3,3307.4,245.8,3860.0,387.2,6419.2,425.2,38.2,3.0,977.7,4.9,265.82,16480868.673
Hada Al Sham - KAU,21.801170000000003,39.72854,2015-09-01,35.3,1.9,2835.8,206.1,4565.5,340.0,6314.7,394.0,43.1,3.0,980.2,4.9,220.19,13651769.786
Hada Al Sham - KAU,21.801170000000003,39.72854,2015-10-01,32.9,1.9,2194.8,163.8,4891.5,412.7,5516.7,361.0,44.1,3.0,983.7,4.9,267.381,16577649.333
Hada Al Sham - KAU,21.801170000000003,39.72854,2015-11-01,28.4,1.9,1594.8,128.4,5248.8,452.5,4696.1,318.1,54.9,3.0,985.1,4.9,322.265,19980423.911
Hada Al Sham - KAU,21.801170000000003,39.72854,2015-12-01,24.1,3.0,1746.5,141.6,3427.0,450.6,3618.6,280.5,52.2,3.0,989.0,5.0,455.283,28227542.303
Hada Al Sham - KAU,21.801170000000003,39.72854,2016-01-01,23.3,2.2,1983.1,159.5,3970.5,441.5,4255.7,315.5,56.5,3.0,988.8,5.0,388.977,24116588.447
Hada Al Sham - KAU,21.801170000000003,39.72854,2016-02-01,25.9,2.7,1912.0,168.9,5289.8,521.7,5279.0,367.8,45.2,3.0,987.6,4.9,378.882,23490708.375
Hada Al Sham - KAU,21.801170000000003,39.72854,2016-03-01,29.1,2.1,2554.0,191.1,4908.0,427.4,6068.4,407.4,45.8,3.0,983.8,4.9,280.571,17395424.172
Hada Al Sham - KAU,21.801170000000003,39.72854,2016-04-01,30.7,2.4,2396.0,202.6,5724.7,543.9,6687.3,461.8,42.8,3.0,982.5,4.9,285.332,17690562.17
Hada Al Sham - KAU,21.801170000000003,39.72854,2016-05-01,33.7,1.9,2630.8,190.3,6188.8,448.1,7445.9,453.1,38.8,3.0,981.3,4.9,168.938,10474167.462
Hada Al Sham - KAU,21.801170000000003,39.72854,2016-06-01,36.0,2.1,3014.8,240.5,5731.1,476.1,7498.2,469.5,27.7,3.0,978.6,4.9,194.657,12068763.076
Hada Al Sham - KAU,21.801170000000003,39.72854,2016-07-01,35.3,2.3,3020.7,247.3,5075.1,490.7,6974.6,449.8,33.2,3.0,977.5,4.9,247.695,15357077.257
Hada Al Sham - KAU,21.801170000000003,39.72854,2016-08-01,34.9,2.1,2016.4355555555558,210.94825396825382,6120.162539682542,584.3730158730162,6517.7,427.7,45.6,3.0,978.4,4.9,242.215,15017342.219
Hada Al Sham - KAU,21.801170000000003,39.72854,2016-09-01,34.3,1.9,2710.9,220.1,4500.6,409.4,6098.9,414.9,49.1,3.0,979.7,4.9,234.049,14511062.058
Hada Al Sham - KAU,21.801170000000003,39.72854,2016-10-01,31.7,1.5,1903.1,129.2,5639.2,377.9,5723.7,351.1,50.2,3.0,983.2,4.9,184.935,11465950.274
Hada Al Sham - KAU,21.801170000000003,39.72854,2016-11-01,28.8,1.7,1627.3,124.9,5295.1,444.4,4795.6,313.0,49.7,3.0,986.2,4.9,288.008,17856492.203
Hada Al Sham - KAU,21.801170000000003,39.72854,2016-12-01,25.5,1.6,1636.1,149.4,4512.5,575.1,4134.9,428.7,61.5,3.0,988.2,4.9,320.688,19882643.147
Hada Al Sham - KAU,21.801170000000003,39.72854,2017-01-01,24.6,1.7,1576.4,430.8,4993.9,1137.8,4408.1,896.9,61.0,3.0,987.8,4.9,322.682,20006268.354
Hada Al Sham - KAU,21.801170000000003,39.72854,2017-02-01,24.0,2.8,2232.5,550.8,2989.1,1470.1,4151.0,1098.9,46.8,3.0,987.3,4.9,429.488,26628279.414
Hada Al Sham - KAU,21.801170000000003,39.72854,2017-03-01,26.9,2.0,2605.2,732.0,3849.1,1214.4,5374.8,1222.8,50.7,3.0,983.8,4.9,306.569,19007248.974
Hada Al Sham - KAU,21.801170000000003,39.72854,2017-04-01,31.7,2.1,2869.7,680.1,3937.6,1132.0,5999.1,1240.9,38.0,3.0,982.8,4.9,275.558,17084581.691
Hada Al Sham - KAU,21.801170000000003,39.72854,2017-05-01,34.6,2.1,2984.3,725.1,4711.6,1147.7,6750.0,1364.6,33.4,3.0,981.4,4.9,232.701,14427473.516
Hada Al Sham - KAU,21.801170000000003,39.72854,2017-06-01,35.2,2.0,2732.3,232.2,5928.5,490.1,7303.9,463.0,34.0,3.0,977.8,4.9,189.47,11747149.654
Hada Al Sham - KAU,21.801170000000003,39.72854,2017-09-01,35.3,2.3,2651.4,230.1,4646.0,402.4,6183.4,526.0,43.3,3.0,979.9,4.9,280.199,17372339.479
Hada Al Sham - KAU,21.801170000000003,39.72854,2017-10-01,31.6,1.7,1732.9,118.3,6069.7,413.0,5780.6,360.6,49.6,3.0,983.2,4.9,224.503,13919163.3
Hada Al Sham - KAU,21.801170000000003,39.72854,2017-11-01,28.4,1.7,1667.8,136.0,4858.2,386.6,4581.6,299.7,57.2,3.0,985.6,4.9,301.153,18671515.523
Hada Al Sham - KAU,21.801170000000003,39.72854,2018-03-01,28.2,2.0,2220.1,185.1,6090.5,481.7,6510.6,424.5,38.4,3.0,984.3,4.9,248.842,15428225.285
Hada Al Sham - KAU,21.801170000000003,39.72854,2018-04-01,29.6,2.1,2751.0,230.5,5662.1,503.9,7066.7,466.4,35.2,3.0,982.2,4.9,234.089,14513535.032
Hada Al Sham - KAU,21.801170000000003,39.72854,2018-05-01,33.9,2.5,3206.6,261.2,5161.2,456.5,7265.9,462.6,28.4,3.0,980.4,4.9,263.986,16367138.297
Hada Al Sham - KAU,21.801170000000003,39.72854,2018-06-01,35.1,2.4,3182.3,271.3,5201.8,502.4,7274.0,473.1,30.0,3.0,978.2,4.9,248.472,15405241.141
Hada Al Sham - KAU,21.801170000000003,39.72854,2018-07-01,34.5,2.2,2989.0,227.7,5476.0,530.9,7251.2,537.3,30.4,3.0,978.4,4.9,225.293,13968156.089
Hada Al Sham - KAU,21.801170000000003,39.72854,2018-08-01,34.5,2.4,2558.4,188.2,5718.3,449.8,6941.3,448.7,35.0,3.0,978.6,4.9,263.447,16333697.051
Osfan - KAU,21.89252,39.2539,2013-10-01,30.3,2.6,2067.5,201.4,5202.1,461.8,5548.7,425.1,61.1,3.0,996.2,5.0,348.214,21589272.15
Osfan - KAU,21.89252,39.2539,2013-11-01,28.5,2.9,1455.2,117.1,5757.1,443.9,4771.3,297.0,51.4,3.0,997.8,5.0,400.034,24802089.434
Osfan - KAU,21.89252,39.2539,2013-12-01,24.8,3.5,1550.1,123.3,5025.2,400.1,4285.3,279.5,51.0,3.0,1001.4,5.0,451.377,27985350.968
Osfan - KAU,21.89252,39.2539,2014-01-01,24.7,3.2,1815.9,147.2,4137.2,470.5,4113.3,293.9,54.9,3.0,1000.5,5.0,445.922,27647180.469
Osfan - KAU,21.89252,39.2539,2014-02-01,25.3,3.6,1986.1,174.1,5427.7,451.2,5393.1,383.4,51.8,3.0,998.9,5.0,423.95,26284903.727
Osfan - KAU,21.89252,39.2539,2014-03-01,27.0,3.4,2390.9,193.5,5492.7,454.9,6233.0,472.7,52.2,3.0,997.6,5.0,386.965,23991828.465
Osfan - KAU,21.89252,39.2539,2014-04-01,30.7,3.4,2963.3,236.9,4369.6,437.8,6277.4,442.5,45.8,3.0,996.1,5.0,374.159,23197857.191
Osfan - KAU,21.89252,39.2539,2014-05-01,31.3,3.3,2751.1,241.8,5735.8,487.7,7149.1,450.7,47.8,3.0,994.6,4.9,342.037,21206263.629
Osfan - KAU,21.89252,39.2539,2014-06-01,32.9,3.5,2788.7,228.6,5974.5,530.4,7422.9,464.2,48.0,3.0,991.9,4.9,341.338,21162943.505
Osfan - KAU,21.89252,39.2539,2014-07-01,34.3,3.1,2674.4,220.7,5858.9,455.8,7229.5,487.0,44.6,3.0,992.0,5.0,316.997,19653792.112
Osfan - KAU,21.89252,39.2539,2014-08-01,34.4,3.1,2588.7,199.4,5530.8,466.0,6844.5,439.8,50.6,3.0,990.9,5.0,328.419,20361966.671
Osfan - KAU,21.89252,39.2539,2014-09-01,32.1,3.1,2578.6,201.5,4871.5,377.2,6182.1,382.6,61.2,3.0,993.5,5.0,355.802,22059751.391
Osfan - KAU,21.89252,39.2539,2014-10-01,30.2,2.7,1793.3,170.1,5903.9,437.6,5661.6,441.6,64.8,3.0,997.5,5.0,352.044,21826747.931
Osfan - KAU,21.89252,39.2539,2014-11-01,27.6,2.9,1475.6,124.2,5596.9,459.4,4704.4,323.8,53.7,3.0,999.4,5.0,405.028,25111754.19
Osfan - KAU,21.89252,39.2539,2014-12-01,26.8,2.9,1554.3,115.0,5064.5,362.0,4303.6,268.3,58.6,3.0,1001.2,5.0,420.589,26076542.798
Osfan - KAU,21.89252,39.2539,2015-01-01,23.6,3.6,1626.2,133.0,5504.6,458.1,4690.8,308.1,54.7,3.0,1003.0,5.0,447.7,27757412.09
